NumID,Player ID,SearchID,Last Name,First Name,Birthplace,Height,Weight,Bats,Throws,Position,BirthYear,BirthMonth,BirthDay
3272,,103273,Takagi,Yutaka,Japan,173,76,Switch,Right,Second baseman,1958,10,22
3273,,103274,Horii,Tsuneo,Japan,183,80,Right,Right,Pitcher,1958,11,15
3274,,103275,Miyake,Sogen,Taiwan,185,85,Left,Left,Pitcher,1958,12,1
3275,,103276,Yanagisawa,Takao,Japan,175,68,Right,Right,Pinch Hitter,1958,12,21
3276,,103277,Nakada,Yoshihiro,Japan,178,77,Right,Right,Pitcher,1959,4,8
3277,,103278,Sugimoto,Tadashi,Japan,173,80,Left,Left,Pitcher,1959,5,3
3278,,103279,Yamamoto,Katsura,Japan,183,80,Right,Right,Left fielder,1959,5,12
3279,,103280,Yamanaka,Shigenobu,Japan,173,70,Right,Right,Catcher,1959,6,3
3280,,103281,Kawaguchi,Kazuhisa,Japan,183,75,Switch,Left,Pitcher,1959,7,8
3281,,103282,Komazaki,Yukiichi,Japan,180,79,Left,Right,Pinch Hitter,1959,8,30
3282,,103283,Iida,Masao,Japan,173,66,Right,Right,Pitcher,1959,9,20
3283,,103284,Seike,Masakazu,Japan,180,76,Right,Right,Shortstop,1959,10,7
3284,,103285,Arai,Katsutaro,Japan,180,72,Right,Right,Pitcher,1959,10,22
3285,,103286,Tamura,Fujio,Japan,183,79,Right,Right,Catcher,1959,10,24
3286,,103287,Moriwaki,Hiroshi,Japan,175,77,Right,Right,Shortstop,1960,8,6
3287,,103288,Matsunaga,Hiromi,Japan,180,78,Switch,Right,Third baseman,1960,9,27
3288,,103289,Inoue,Koji,Japan,178,73,Right,Right,Shortstop,1960,12,31
3289,,103290,Yoshitake,Haruki,Japan,180,73,Left,Left,Left fielder,1961,1,5
3290,,103291,Ishimine,Kazuhiko,Japan,173,75,Right,Right,Designated hitter,1961,1,10
3291,,103292,Kono,Junki,Japan,183,76,Right,Right,Shortstop,1961,7,10
3292,,103293,Nagata,Toshinori,Japan,170,70,Right,Right,Second baseman,1961,10,9
3293,,103294,Yamanaka,Kiyoshi,Japan,178,77,Left,Right,Catcher,1961,10,29
3294,,103295,Kataoka,Mitsuhiro,Japan,183,85,Right,Right,Third baseman,1962,3,22
3295,,103296,Akiyama,Koji,Japan,188,82,Right,Right,Center fielder,1962,4,6
3296,,103297,Nishimoto,Kazuhito,Japan,185,75,Right,Right,Pitcher,1962,6,19
3297,,103298,Genoka,Masamitsu,Japan,168,71,Left,Right,Center fielder,1962,7,20
3298,,103299,Aiko,Takeshi,Japan,183,77,Left,Left,First baseman,1962,8,15
3299,,103300,Ono,Kazuyuki,Japan,185,93,Right,Right,Pitcher,1962,8,19
3300,,103301,Yoda,Eiji,Japan,180,80,Right,Right,Pitcher,1962,9,1
3301,,103302,Hara,Shinji,Japan,170,78,Left,Right,Pinch Hitter,1962,11,3
3302,,103303,Kubo,Fumio,Japan,183,78,Right,Left,Pitcher,1962,12,3
3303,,103304,Ishimoto,Yoshiaki,Japan,183,85,Left,Left,Pitcher,1962,12,24
3304,,103305,Inoue,Yuji,Japan,183,91,Right,Right,Pitcher,1963,3,2
3305,,103306,Lum,Mike,United States,183,82,Left,Left,First baseman,1945,10,27
3306,,103307,Macha,Ken,United States,188,98,Right,Right,Third baseman,1950,9,29
3307,,103308,Harlow,Larry,United States,188,84,Left,Left,Center fielder,1951,11,13
3308,,103309,Briggs,Dan,United States,183,82,Left,Left,Center fielder,1952,11,18
3309,,103310,Budaska,Mark,United States,183,82,Switch,Left,Right fielder,1952,12,27
3310,,103311,Wolfe,Larry,United States,180,77,Right,Right,Third baseman,1953,3,2
3311,,103312,Allen,Kim,United States,180,79,Right,Right,Center fielder,1953,4,5
3312,,103313,Dotson,Gene,United States,180,82,Right,Right,Center fielder,1953,11,1
3313,,103314,Tanaka,Masahiro,Japan,180,77,Right,Right,Right fielder,1954,9,28
3314,,103315,Kikuchi,Kyoichi,Japan,178,80,Right,Right,Pinch Hitter,1954,12,26
3315,,103316,Johnston,Greg,United States,183,79,Left,Left,Right fielder,1955,2,12
3316,,103317,Takahashi,Toshiharu,Japan,178,72,Right,Right,Pitcher,1955,4,4
3317,,103318,Sakamaki,Akira,Japan,183,81,Right,Right,Pitcher,1955,5,12
3318,,103319,Denton,Dave,United States,175,73,Right,Right,Second baseman,1955,12,22
3319,,103320,Li,Laifa,Taiwan,177,80,Right,Right,Center fielder,1956,6,28
3320,,103321,Watanabe,Chosuke,Japan,175,84,Right,Right,Catcher,1956,10,11
3321,,103322,Imai,Joji,Japan,175,68,Right,Right,Pinch Hitter,1956,11,1
3322,,103323,Kanamori,Eiji,Japan,175,72,Left,Right,Left fielder,1957,1,24
3323,,103324,Suzuki,Masayuki,Japan,180,85,Right,Right,Pitcher,1957,4,16
3324,,103325,Shimanuki,Shoichi,Japan,178,72,Right,Right,Right fielder,1957,7,24
3325,,103326,Wada,Hiromori,Japan,180,76,Right,Right,Center fielder,1957,8,12
3326,,103327,Mitsui,Masakazu,Japan,180,85,Right,Right,Second baseman,1957,8,21
3327,,103328,Suzuki,Takayuki,Japan,178,85,Left,Left,Pitcher,1957,8,24
3328,,103329,Ogawa,Junji,Japan,185,88,Right,Right,Right fielder,1957,8,30
3329,,103330,Fukuhara,Mineo,Japan,178,80,Right,Right,Second baseman,1957,9,20
3330,,103331,Ariga,Yoshihiro,Japan,173,0,Right,Right,Left fielder,1957,10,15
3331,,103332,Sumitomo,Kazuya,Japan,183,85,Right,Right,Pitcher,1958,2,14
3332,,103333,Ishihara,Shuji,Japan,183,72,Right,Right,Center fielder,1958,5,25
3333,,103334,Kiminami,Takayoshi,Japan,183,87,Left,Right,Pinch Hitter,1958,7,20
3334,,103335,Yamada,Tsutomu,Japan,175,76,Right,Right,Center fielder,1958,10,3
3335,,103336,Yamaguchi,Tadayoshi,Japan,178,67,Right,Right,Pitcher,1958,10,17
3336,,103337,Kanazawa,Tsugio,Japan,185,90,Right,Right,Pitcher,1958,12,18
3337,,103338,Ogawa,Tatsuaki,Japan,185,88,Right,Right,Left fielder,1958,12,27
3338,,103339,Muto,Kazukuni,Japan,183,83,Right,Right,Right fielder,1959,1,20
3339,,103340,Tanaka,Yukio,Japan,191,90,Right,Right,Pitcher,1959,2,27
3340,,103341,Mori,Kozo,Japan,175,80,Right,Right,Pitcher,1959,3,19
3341,,103342,Fukuya,Masaaki,Japan,185,81,Right,Right,Pitcher,1959,4,10
3342,,103343,Yano,Minoru,Japan,183,85,Right,Right,Pitcher,1959,4,21
3343,,103344,Onoue,Akira,Japan,175,68,Right,Right,Second baseman,1959,4,22
3344,,103345,Hirose,Akihiko,Japan,178,75,Left,Left,Pitcher,1959,5,25
3345,,103346,Iwamoto,Yoshihiro,Japan,175,73,Right,Right,Second baseman,1959,7,23
3346,,103347,Yamaoki,Yukihiko,Japan,191,90,Right,Right,Pitcher,1959,7,26
3347,,103348,Hirata,Katsuo,Japan,178,78,Right,Right,Shortstop,1959,7,31
3348,,103349,Miyamoto,Kenji,Japan,178,73,Right,Right,Pitcher,1959,9,9
3349,,103350,Tajima,Katsuhiko,Japan,178,76,Right,Right,Pitcher,1959,9,28
3350,,103351,Nishimura,Norifumi,Japan,178,70,Switch,Right,Center fielder,1960,1,9
3351,,103352,Noda,Unpei,Japan,175,72,Left,Left,Center fielder,1960,1,16
3352,,103353,Goto,Norihide,Japan,193,82,Right,Right,Pitcher,1960,2,6
3353,,103354,Kamikawa,Seiji,Japan,173,70,Left,Right,Second baseman,1960,3,27
3354,,103355,Saito,Hiroyuki,Japan,188,97,Right,Right,Right fielder,1960,5,10
3355,,103356,Migita,Kazuhiko,Japan,178,73,Right,Right,Pitcher,1960,6,3
3356,,103357,Tsuda,Tsunemi,Japan,180,78,Right,Right,Pitcher,1960,8,1
3357,,103358,Minamimure,Toyozo,Japan,178,73,Right,Right,Left fielder,1960,12,9
3358,,103359,Kaneishi,Akihito,Japan,198,86,Right,Right,Pitcher,1960,12,26
3359,,103360,Kawano,Yasuhiko,Japan,180,76,Right,Right,Left fielder,1961,1,31
3360,,103361,Ozawa,Makoto,Japan,180,71,Right,Right,Pinch Hitter,1961,4,3
3361,,103362,Okazaki,Kaoru,Japan,178,78,Left,Right,Third baseman,1961,6,7
3362,,103363,Nishioka,Yoshihiro,Japan,178,75,Right,Right,Left fielder,1961,6,28
3363,,103364,Yamaoka,Masaru,Japan,180,86,Right,Right,Pitcher,1961,12,11
3364,,103365,Mori,Koji,Japan,178,73,Left,Left,Pitcher,1962,1,1
3365,,103366,Ito,Tsutomu,Japan,180,80,Right,Right,Catcher,1962,8,29
3366,,103367,Kakehata,Mitsunori,Japan,183,88,Right,Right,Pitcher,1963,1,10
3367,,103368,Yoshimura,Sadaaki,Japan,180,83,Left,Left,Right fielder,1963,4,27
3368,,103369,Kudo,Kimiyasu,Japan,176,80,Left,Left,Pitcher,1963,5,5
3369,,103370,Takagi,Nobuhiro,Japan,178,70,Left,Left,Pitcher,1963,5,20
3370,,103371,Kanemura,Yoshiaki,Japan,183,85,Right,Right,Third baseman,1963,8,27
3371,,103372,Smith,Reggie,United States,183,82,Switch,Right,Right fielder,1945,4,2
3372,,103373,Stroughter,Steve,United States,188,86,Left,Left,Right fielder,1952,3,15
3373,,103374,Ichimura,Norio,Japan,168,73,Left,Left,Pitcher,1952,7,16
3374,,103375,Wills,Bump,United States,175,78,Switch,Right,Second baseman,1952,7,27
3375,,103376,Edwards,Mike,United States,178,70,Right,Right,Left fielder,1952,8,27
3376,,103377,Ireland,Tim,United States,183,82,Switch,Right,Second baseman,1953,3,14
3377,,103378,Cruz,Hector,Puerto Rico,180,77,Right,Right,Left fielder,1953,4,2
3378,,103379,Bass,Randy,United States,185,95,Left,Right,First baseman,1954,3,13
3379,,103380,Wells (Greg Wells),Boomer,United States,196,99,Right,Right,First baseman,1954,4,25
3380,,103381,Horiba,Hidetaka,Japan,178,82,Right,Right,Catcher,1955,6,26
3381,,103382,Akamatsu,Ichiro,Japan,173,75,Right,Right,Pitcher,1955,10,17
3382,,103383,Lee,Terry,United States,185,77,Left,Right,First baseman,1955,12,2
3383,,103384,Tracy,Jim,United States,183,84,Left,Right,Right fielder,1955,12,31
3384,,103385,Nakano,Seigo,Japan,170,65,Left,Left,Pinch Hitter,1956,7,11
3385,,103386,Filkins,Les,United States,180,84,Left,Left,Right fielder,1956,9,14
3386,,103387,Shirley,Steve,United States,183,84,Left,Left,Pitcher,1956,10,12
3387,,103388,Inoue,Takuya,Japan,178,78,Right,Right,Pitcher,1957,4,2
3388,,103389,Olsen,Rich,United States,183,80,Right,Right,Pitcher,1957,6,1
3389,,103390,Nakamoto,Shigeki,Japan,180,80,Right,Right,Pitcher,1957,6,11
3390,,103391,Osada,Katsushi,Japan,178,72,Right,Right,Shortstop,1957,6,25
3391,,103392,Shimada,Yoshiaki,Japan,183,78,Left,Left,Left fielder,1957,8,2
3392,,103393,Tani,Shinichi,Japan,175,78,Right,Right,Shortstop,1958,3,15
3393,,103394,Nishimura,Hiromi,Japan,175,82,Right,Right,Left fielder,1958,5,20
3394,,103395,Hashimoto,Keiji,Japan,183,86,Left,Left,Pitcher,1958,6,20
3395,,103396,Kuroda,Shinji,Japan,180,86,Right,Right,Pitcher,1958,7,25
3396,,103397,Tsusue,Hideaki,Japan,178,82,Left,Right,Designated hitter,1958,10,16
3397,,103398,Yamada,Kazuhide,Japan,178,76,Right,Right,Pitcher,1958,12,5
3398,,103399,Kawamoto,Tomonori,Japan,180,76,Right,Right,Pitcher,1959,5,1
3399,,103400,Wakukawa,Tsutomu,Japan,178,70,Right,Right,Pinch Hitter,1959,5,21
3400,,103401,Suzuki,Nobuyoshi,Japan,185,87,Right,Right,Pinch Hitter,1959,6,27
3401,,103402,Hattori,Koichi,Japan,193,93,Right,Right,First baseman,1959,7,9
3402,,103403,Ibe,Yasuji,Japan,180,80,Right,Right,Pitcher,1959,7,21
3403,,103404,Tanaka,Kazuhiro,Japan,175,78,Left,Left,Pitcher,1959,9,15
3404,,103405,Oikawa,Mikio,Japan,180,88,Right,Right,Pinch Hitter,1959,9,18
3405,,103406,Futamura,Tadami,Japan,178,81,Right,Right,Left fielder,1959,10,8
3406,,103407,Nagashima,Tetsuro,Japan,183,85,Right,Right,Pitcher,1959,11,9
3407,,103408,Yoshikawa,Masami,Japan,178,68,Right,Right,Pitcher,1960,1,25
3408,,103409,Ogiwara,Osamu,Japan,183,75,Left,Right,Pitcher,1960,3,22
3409,,103410,Shimada,Nobutoshi,Japan,188,85,Right,Right,Center fielder,1960,4,9
3410,,103411,Tanaka,Tomio,Japan,185,84,Right,Right,Pitcher,1960,4,12
3411,,103412,Shiratake,Yoshihisa,Japan,180,72,Right,Right,Pitcher,1960,5,6
3412,,103413,Ishikawa,Masaru,Japan,180,75,Right,Right,Pitcher,1960,5,21
3413,,103414,Kaneda,Susumu,Japan,178,83,Right,Right,Catcher,1960,6,15
3414,,103415,Muraoka,Koichi,Japan,173,67,Switch,Right,Second baseman,1960,7,17
3415,,103416,Oishi,Naohiro,Japan,180,78,Left,Left,Pitcher,1960,7,18
3416,,103417,Sadaoka,Tetsuhisa,Japan,178,77,Right,Right,Pinch Hitter,1960,7,23
3417,,103418,Nishida,Shinji,Japan,178,83,Left,Left,Right fielder,1960,8,3
3418,,103419,Shibahara,Minoru,Japan,175,80,Left,Left,Right fielder,1960,8,6
3419,,103420,Kurohara,Yuji,Japan,180,70,Right,Right,Pitcher,1960,8,27
3420,,103421,Hamada,Tomoaki,Japan,180,82,Right,Right,Pitcher,1960,9,14
3421,,103422,Maruyama,Kazuhito,Japan,173,73,Left,Right,Second baseman,1960,10,30
3422,,103423,Noguchi,Hiromi,Japan,183,75,Left,Left,Pitcher,1960,11,29
3423,,103424,Kuwata,Shigeru,Japan,175,86,Left,Left,Pitcher,1960,12,20
3424,,103425,Kondo,Mitsuru,Japan,183,78,Right,Right,Pitcher,1961,1,10
3425,,103426,Ohata,Toru,Japan,178,80,Left,Left,Pitcher,1961,1,10
3426,,103427,Kido,Katsuhiko,Japan,178,91,Right,Right,Catcher,1961,2,1
3427,,103428,Sato,Seiichi,Japan,185,86,Right,Right,Pitcher,1961,6,1
3428,,103429,Ishii,Takeshi,Japan,173,70,Right,Right,Pitcher,1961,7,10
3429,,103430,Hamaoka,Hiroyuki,Japan,183,75,Left,Left,Pitcher,1961,9,8
3430,,103431,Sekine,Hirofumi,Japan,180,82,Right,Right,Pitcher,1961,9,14
3431,,103432,Fujita,Hiromasa,Japan,175,82,Right,Right,Catcher,1961,10,3
3432,,103433,Nakai,Kinzo,Japan,185,86,Right,Right,Pitcher,1961,10,6
3433,,103434,Otsubo,Yukio,Japan,178,75,Right,Right,Pitcher,1961,12,22
3434,,103435,Nakajo,Yoshinobu,Japan,173,65,Left,Left,Pitcher,1962,4,12
3435,,103436,Yoshimura (Won-Bu Go),Mototomi,Japan,175,72,Right,Right,Pinch Hitter,1962,4,17
3436,,103437,Takani,Hideharu,Japan,175,77,Left,Left,Right fielder,1962,6,6
3437,,103438,Miyagi,Hiroaki,Japan,193,98,Left,Left,Pitcher,1962,6,16
3438,,103439,Komada,Norihiro,Japan,191,87,Left,Left,First baseman,1962,9,14
3439,,103440,Yamawaki,Koji,Japan,173,67,Right,Right,Shortstop,1962,10,13
3440,,103441,Hirose,Shintaro,Japan,185,82,Left,Left,Pitcher,1962,12,8
3441,,103442,Makihara,Hiromi,Japan,188,93,Right,Right,Pitcher,1963,8,11
3442,,103443,Koyama,Masao,Japan,185,78,Right,Right,Pitcher,1963,8,30
3443,,103444,Kawamoto,Kazuhiro,Japan,178,73,Left,Left,Pitcher,1963,11,20
3444,,103445,Kato,Tetsuro,Japan,185,85,Right,Right,Pitcher,1964,4,12
3445,,103446,Enokida,Kenichiro,Japan,180,73,Right,Right,Pitcher,1964,4,21
3446,,103447,Araki,Daisuke,Japan,178,78,Right,Right,Pitcher,1964,5,6
3447,,103448,Yamakawa,Shuichi,Japan,178,81,Right,Right,Pitcher,1964,5,10
3448,,103449,Hatayama,Hitoshi,Japan,180,80,Right,Right,Left fielder,1964,6,11
3449,,103450,Tomashino,Seiji,Japan,183,72,Right,Right,Left fielder,1964,6,22
3450,,103451,Mikoshiba,Susumu,Japan,183,76,Right,Right,Pitcher,1964,6,29
3451,,103452,Okubo,Manabu,Japan,183,81,Right,Right,Pitcher,1964,7,3
3452,,103453,Money,Don,United States,185,77,Right,Right,Designated hitter,1947,6,7
3453,,103454,Arisawa,Kenji,Japan,169,73,Left,Left,Pitcher,1950,7,27
3454,,103455,Rajsich,Dave,United States,196,79,Left,Left,Pitcher,1951,9,28
3455,,103456,White,Jerry,United States,178,74,Switch,Right,Right fielder,1952,8,23
3456,,103457,Davis,Dick,United States,191,86,Right,Right,First baseman,1953,9,25
3457,,103458,Cromartie,Warren,United States,183,86,Left,Left,Center fielder,1953,9,29
3458,,103459,Nyman,Chris,United States,193,91,Right,Right,First baseman,1955,6,6
3459,,103460,Brant,Marshall,United States,196,84,Right,Right,Designated hitter,1955,9,17
3460,,103461,Corey,Mark,United States,188,91,Right,Right,First baseman,1955,11,3
3461,,103462,Doyle,Jeff,United States,175,73,Switch,Right,Second baseman,1956,10,2
3462,,103463,Smith,Chris,United States,183,84,Switch,Right,Right fielder,1957,7,18
3463,,103464,Duran,Richard,United States,191,98,Right,Right,Right fielder,1957,7,27
3464,,103465,Tani,Ryoji,Japan,183,76,Right,Right,Pitcher,1958,4,11
3465,,103466,Nishimoto,Kazumi,Japan,173,75,Switch,Right,Shortstop,1958,8,19
3466,,103467,Tsuji,Hatsuhiko,Japan,183,77,Right,Right,Second baseman,1958,10,24
3467,,103468,Nagamura,Hiroyuki,Japan,175,78,Right,Right,Catcher,1958,12,12
3468,,103469,Hamamoto,Ryuji,Japan,173,78,Right,Right,Pinch Hitter,1959,5,6
3469,,103470,Nimura,Kaoru,Japan,175,75,Right,Right,Right fielder,1959,5,9
3470,,103471,Ito,Toshifumi,Japan,180,83,Right,Right,Third baseman,1959,5,14
3471,,103472,Ikeda,Chikafusa,Japan,183,92,Right,Right,Pitcher,1959,5,17
3472,,103473,Nakahara,Noboru,Japan,178,73,Right,Right,Pitcher,1959,6,1
3473,,103474,Aoyama,Michio,Japan,180,78,Right,Right,Right fielder,1959,12,17
3474,,103475,Kawabata,Jun,Japan,188,78,Right,Right,Pitcher,1960,3,19
3475,,103476,Takahashi,Chuichi,Japan,180,84,Left,Right,Left fielder,1960,5,31
3476,,103477,Sato,Junichi,Japan,183,82,Right,Right,Center fielder,1960,7,18
3477,,103478,Kurata,Kunifusa,Japan,180,75,Right,Right,Pitcher,1960,8,3
3478,,103479,Oda,Shinya,Japan,178,70,Left,Left,Pitcher,1961,1,18
3479,,103480,Fujimura,Masato,Japan,183,76,Right,Right,Pitcher,1961,4,5
3480,,103481,Abe,Keiji,Japan,168,76,Right,Right,Pinch Hitter,1961,4,20
3481,,103482,Kuriyama,Hideki,Japan,173,72,Switch,Right,Center fielder,1961,4,26
3482,,103483,Takano,Hikaru,Japan,188,85,Right,Right,Pitcher,1961,5,20
3483,,103484,Shirai,Kazuyuki,Japan,178,76,Switch,Right,Second baseman,1961,6,7
3484,,103485,Narita,Yukihiro,Japan,183,80,Right,Right,Pitcher,1961,7,16
3485,,103486,Tanaka,Manabu,Japan,180,75,Right,Right,Pitcher,1961,8,22
3486,,103487,Choshi,Toshio,Japan,178,73,Right,Right,Third baseman,1961,8,24
3487,,103488,Kiyokawa,Eiji,Japan,175,75,Left,Left,Pitcher,1961,9,21
3488,,103489,Kobayashi,Atsumi,Japan,178,73,Right,Right,Pitcher,1961,9,27
3489,,103490,Kashima,Tadashi,Japan,183,76,Right,Right,Pitcher,1961,10,7
3490,,103491,Kobayakawa,Takehiko,Japan,185,93,Left,Right,First baseman,1961,11,15
3491,,103492,Nimura,Toru,Japan,183,75,Right,Right,Third baseman,1961,12,26
3492,,103493,Kawahara,Shinji,Japan,178,78,Right,Right,Pitcher,1962,2,5
3493,,103494,Tone,Tsuyoshi,Japan,183,78,Right,Right,Pitcher,1962,4,3
3494,,103495,Nakanishi,Kiyooki,Japan,178,87,Right,Right,Pitcher,1962,4,26
3495,,103496,Kawamura,Kazuaki,Japan,183,88,Right,Right,Pitcher,1962,5,4
3496,,103497,Otsu,Kazuhiro,Japan,180,75,Right,Right,Pitcher,1962,8,8
3497,,103498,Tomari,Katsunori,Japan,183,87,Right,Right,Left fielder,1962,8,23
3498,,103499,Iizuka,Tomiji,Japan,183,85,Right,Right,First baseman,1962,9,1
3499,,103500,Abe,Osamu,Japan,183,75,Left,Left,Left fielder,1962,12,19
3500,,103501,Shimizu,Nobuaki,Japan,175,77,Right,Right,Catcher,1963,1,28
3501,,103502,Kato,Takaaki,Japan,175,76,Left,Left,Pinch Hitter,1963,4,24
3502,,103503,Takeshita,Koji,Japan,183,82,Right,Right,Pitcher,1963,6,18
3503,,103504,Hamada,Kazuo,Japan,178,88,Right,Right,Pitcher,1963,6,20
3504,,103505,Murakami,Shinichi,Japan,173,73,Left,Right,Second baseman,1963,7,13
3505,,103506,Goseki,Masahiko,Japan,180,83,Left,Left,First baseman,1963,8,5
3506,,103507,Yamamoto,Koji,Japan,178,73,Right,Right,Catcher,1963,11,14
3507,,103508,Murata,Shinichi,Japan,183,82,Right,Right,Catcher,1963,12,5
3508,,103509,Nakamura,Minoru,Japan,178,68,Right,Right,Second baseman,1963,12,11
3509,,103510,Tsukiyama,Eiju,Japan,178,86,Right,Right,Catcher,1964,2,19
3510,,103511,Aoi,Kaname,Japan,180,78,Left,Left,Pitcher,1964,5,1
3511,,103512,Fujimoto,Shuji,Japan,180,85,Right,Right,Pitcher,1964,7,22
3512,,103513,Kawai,Masahiro,Japan,175,73,Right,Right,Shortstop,1964,9,27
3513,,103514,Maeda,Koji,Japan,183,72,Left,Left,Pitcher,1964,10,27
3514,,103515,Saito,Masaki,Japan,180,90,Right,Right,Pitcher,1965,2,18
3515,,103516,Hiranuma,Sadaharu,Japan,178,78,Right,Right,Pitcher,1965,3,27
3516,,103517,Fujio,Yasuharu,Japan,183,93,Left,Right,Third baseman,1965,4,13
3517,,103518,Kato,Shinichi,Japan,180,81,Right,Right,Pitcher,1965,7,19
3518,,103519,Watanabe,Hisanobu,Japan,185,76,Right,Right,Pitcher,1965,8,2
3519,,103520,Tsuno,Hiroshi,Japan,185,80,Right,Right,Pitcher,1965,8,6
3520,,103521,Murakami,Takayuki,Japan,178,81,Right,Right,Center fielder,1965,8,26
3521,,103522,Mizuno,Katsuhito,Japan,178,82,Right,Right,Pitcher,1965,9,3
3522,,103523,Ono,Kazuyoshi,Japan,178,75,Left,Left,Pitcher,1965,11,13
3523,,103524,Ikeyama,Takahiro,Japan,183,75,Right,Right,Shortstop,1965,12,17
3524,,103525,Rivera,Bombo,Puerto Rico,178,85,Right,Right,Center fielder,1952,8,2
3525,,103526,Gale,Rich,United States,201,102,Right,Right,Pitcher,1954,1,19
3526,,103527,Comstock,Keith,United States,183,79,Left,Left,Pitcher,1955,12,23
3527,,103528,Beene,Andy,United States,191,93,Right,Right,Pitcher,1956,10,13
3528,,103529,Hicks,Joe,United States,183,91,Right,Right,Designated hitter,1957,7,15
3529,,103530,Kumano,Terumitsu,Japan,170,75,Left,Right,Center fielder,1957,8,28
3530,,103531,Hirakawa,Hiroyuki,Japan,183,82,Left,Left,Pinch Hitter,1957,9,3
3531,,103532,Patterson,Mike,United States,178,77,Left,Right,Right fielder,1958,1,26
3532,,103533,Aoshima,Kenta,Japan,183,83,Right,Right,Third baseman,1958,4,7
3533,,103534,So,Katsuo,Taiwan,175,76,Right,Right,Pitcher,1959,2,1
3534,,103535,Yonemura,Akira,Japan,173,75,Left,Left,Pitcher,1959,8,6
3535,,103536,Tanaka,Chikara,Japan,178,78,Right,Right,Pitcher,1959,9,13
3536,,103537,Kuzukawa,Kenji,Japan,180,73,Left,Left,Pinch Hitter,1960,4,10
3537,,103538,Nakajima,Hiroto,Japan,188,84,Left,Left,Pitcher,1960,4,11
3538,,103539,Hayakawa,Kazuo,Japan,178,78,Left,Left,Right fielder,1960,5,17
3539,,103540,Sato,Hideaki,Japan,175,73,Left,Left,Pitcher,1960,5,23
3540,,103541,Fukura,Junichi,Japan,175,73,Right,Right,Second baseman,1960,5,28
3541,,103542,Ono,Hisashi,Japan,175,70,Switch,Right,Center fielder,1960,8,15
3542,,103543,Okamoto,Ko,Japan,180,77,Right,Right,Pitcher,1960,8,17
3543,,103544,Ishii,Masahiro,Japan,183,76,Right,Right,Left fielder,1960,9,4
3544,,103545,Koyama,Akiharu,Japan,183,83,Right,Right,Catcher,1960,12,14
3545,,103546,Matsuura,Hidenobu,Japan,168,62,Right,Right,Pinch Hitter,1961,2,15
3546,,103547,Ota,Toshiyuki,Japan,178,73,Right,Right,Pitcher,1961,3,12
3547,,103548,Kita,Yasuhiro,Japan,178,80,Right,Right,Pinch Hitter,1961,4,23
3548,,103549,Suginaga,Masanobu,Japan,191,75,Right,Right,Pitcher,1961,5,5
3549,,103550,Komatsuzaki,Yoshihisa,Japan,180,82,Right,Right,Left fielder,1961,6,23
3550,,103551,Nabeya,Michio,Japan,185,73,Left,Right,Pitcher,1961,6,26
3551,,103552,Hino,Yoshiaki,Japan,180,75,Right,Right,Shortstop,1961,8,16
3552,,103553,Takiguchi,Mitsunori,Japan,180,88,Right,Right,Pitcher,1961,11,2
3553,,103554,Kanashiki,Kazumi,Japan,180,70,Switch,Right,Pinch Hitter,1961,11,22
3554,,103555,Shoda,Kozo,Japan,170,75,Switch,Right,Second baseman,1962,1,2
3555,,103556,Shimada,Munehiko,Japan,168,73,Right,Right,Catcher,1962,2,17
3556,,103557,Kaku (Tai-yuan Kuo),Taigen,Taiwan,180,72,Right,Right,Pitcher,1962,3,20
3557,,103558,Ogawa,Hiroshi,Japan,178,68,Right,Right,Pitcher,1962,4,2
3558,,103559,Hirosawa,Katsumi,Japan,185,98,Right,Right,First baseman,1962,4,10
3559,,103560,Kinjo,Hirokazu,Japan,185,83,Right,Right,First baseman,1962,4,20
3560,,103561,Kono,Hirofumi,Japan,173,82,Left,Left,Pitcher,1962,4,28
3561,,103562,Shirahata,Katsuhiro,Japan,173,86,Left,Right,Designated hitter,1962,5,27
3562,,103563,Aoki,Hideo,Japan,178,81,Right,Right,Pitcher,1962,6,17
3563,,103564,Yamazaki,Kenichi,Japan,173,75,Left,Left,Center fielder,1962,7,20
3564,,103565,Hata,Shinji,Japan,178,80,Left,Right,Right fielder,1962,7,29
3565,,103566,Ueda,Kazuaki,Japan,180,73,Right,Right,Shortstop,1962,8,3
3566,,103567,Wada,Yutaka,Japan,175,67,Right,Right,Second baseman,1962,9,2
3567,,103568,Takayama,Ikuo,Japan,191,79,Right,Right,Pitcher,1962,9,8
3568,,103569,Sasaki,Osamu,Japan,183,83,Right,Right,Pitcher,1962,10,9
3569,,103570,Okabe,Akihito,Japan,178,78,Left,Left,Left fielder,1962,10,13
3570,,103571,Furutani,Morito,Japan,180,80,Right,Right,Pinch Hitter,1962,10,26
3571,,103572,Nishimura,Motofumi,Japan,180,71,Left,Left,Pitcher,1962,11,17
3572,,103573,Yokota,Masashi,Japan,173,75,Left,Right,Right fielder,1962,11,26
3573,,103574,Kanazawa,Yukihiko,Japan,178,73,Right,Right,Pitcher,1963,3,26
3574,,103575,Tago,Joji,Japan,175,78,Right,Right,Pitcher,1963,6,30
3575,,103576,Yoshioka,Tomoki,Japan,185,78,Right,Right,Pitcher,1963,7,5
3576,,103577,Beppu,Shusaku,Japan,178,70,Right,Right,Catcher,1963,8,14
3577,,103578,Furukawa,Toshiyuki,Japan,173,87,Left,Left,Pitcher,1963,9,24
